source,target
I hope you feel happy now. ,على الله كده تكون ارتحت
"Let me ask you this, Refaat. ",ثم أنا عايزة أفهم يا رفعت
Who's supposed to check up on whom in such circumstances?,مين فينا اللي المفروض يسال على التاني في الظروف اللي زي دي؟
Me or you?,أنا ولا أنت؟
"Raeefa, take it easy.",رئيفة، بالراحة
What do you want now?,بالراحة إيه أنت كمان
Why haven't they invented a button you can press to just evaporate?,إزاي مخترعوش لحد دلوقتي زرار تدوس عليه تتبخر؟ 
To disappear and end a situation that you're not ready to confront?,تختفي تنهي موقف مش جاهز تواجهه؟
"May you rest in peace, Reda.",الله يرحمك يا رضا
He was the only one who cared about me. ,هو الوحيد اللي كان بيشيل همي
I'm powerless without him.,أنا ضهري اتكسر من بعده
Raeefa! ,رئيفة
"Don't ""Raeefa"" me. ",بلا رئيفة بلا زفت
"I can barely handle your issues, and now I have to deal with his too.",هو أنا ملاحقة أشيل همك لما رفعت كمان يتوكس؟
Sorry,معلش
"I'm tired, and I need some sleep",أنا تعبان ومحتاج أنام
Shiraz. ,شيراز
May I come in? ,ممكن أدخل؟
I heard that you were on campus today. ,أنا عرفت إنك كنت في الجامعة النهاردة
"Yes, I was in a hurry.",مضبوط، بس كنت مستعجل
I wanted to check up on you. ,أنا عايزة اتطمن عليك
Can you give me a minute? ,ممكن دقيقة؟
I felt an immense weight on my chest. ,كإن في تقل، تقل ضخم على صدري
I was running. I felt the pressure increasing on my chest more and more until I reached the key ... and heard. ,كنت بجري وحاسس إن صدري بيتضغط عليه أكتر فاكتر لحد ما وصلت للمفتاح وسمعت 
"Are you okay, Refaat?",أنت كويس رفعت؟
I was worried sick about you.,أنا قلقانة جدا عليك
Please get your life back together.,لو سمحت، رتب حياتك
My life was together until you showed up again,أنا حياتي كانت مترتبة لحد ما أنت رجعتي فيها تاني 
Then everything went to hell,وكل حاجة اتلخبطت
Did you want to check up on me?,أنت كنت جاية تطمني؟
I'm fine. ,أنا كويس
I came here to tell you that I'm leaving,أنا كنت جاية علشان أقولك إن أنا هسافر
I hope you'll write to me soon and tell me that you're really fine,أتمنى تبعت لي قريبا إنك بقيت فعلا كويس
You had a point when you said we can't be together,أنت كان عندك وجهة نظر إننا ماتبقاش مع بعض
Now I understand,أنا دلوقتي فهمتها
Kamal. ,كمال
Come to my place now.,تعالى لي دلوقتي
"Dr. Refaat, I wanted to tell you something",دكتور رفعت أنا كنت عايز أقول لحضرتك على حاجة
"But honestly, I'm afraid that you'd slap me in the face",بس بصراحة خايف حضرتك تديني بضهر إيدك
I already want to slap you,ما أنا كده كده هديك بضهر إيدي
Say it. Don't worry,لا، قول، ماتقلقش
What you described on the phone is similar to something with a weird name.,اللي حضرتك حكيت لي عليه في التليفون ده يشبه حاجة كده، هي اسمها غريب شوية
It's called a succubus. ,هي اسمها الجاثوم
"It's this one, doctor. Take a look.",أهو يا دكتور، أهو، هو ده
The succubus is a mythical creature that has many shapes,الجاثوم ده يا دكتور هو كائن خرافي له أوصاف مختلفة
It is said that it is the guardian of the dark side of existence,بيقولوا إن هو حارس الجانب المظلم من الوجود
"Supposedly, it stops anyone from crossing into the underworld of demons",المفترض يا دكتور إنه بيمنع أي حد من الوصول لعالم المسوخ والشياطين
Most of those who saw it suffered from a condition called sleep paralysis,معظم اللي شافوه يا دكتور عانوا من حاجة اسمها شلل النوم
"It's when you feel you're awake, but at the same time, something is holding you down",اللي هو يعني بتحس إنك فايق بس في نفس التوقيت ده في حاجة كده مكتفاك
It seems your thesis is about mythology,طب ما أنت ماجستيرك دخله أساطير أهو
"If we exclude this theory, the only explanation would be that you sleepwalk.",إذا استبعدنا ده يا دكتور، فبالتالي هيكون التفسير الوحيد لده هو إن حضرتك بتمشي وأنت نايم
That's if these things only happen inside the house,ده لو الحاجات دي من بيتي 
"If I'm sleepwalking, that means I drift outside",لكن لو على كلامك أنا بأمشي وأنا نايم ألف على الجيران
Sprinkle some flour around your bed,طب ما تجرب إنك ترش شوية دقيق حوالين سريرك
"If you wake up and see footsteps, that means ...",فبالتالي لو صحيت من النوم ولقيت في آثار أقدام، فده معناه إنه يعني 
Flour?,دقيق؟
"Flour, doctor? ",دقيق يا دكتور؟
Your thesis is about mythology and also about cooking,أنت ماجستيرك دخله أساطير وبعدين دخله كتب طبخ
I might as well ask my aunt then,طب ما كنت أروح استشير خالتي، افضل
"Save yourself, doctor.",إلحق نفسك يا دكتور. 
You're more important.,أنت أهم
Can I come in?,ممكن أدخل؟
Please,اتفضلي
I won't keep you for long.,مش هاخد من وقتك كتير
I want to talk to you about Refaat. ,أنا عايزة اتكلم معاكي عن رفعت
I know that you were with him in Libya,أنا عارفة إن أنت كنت مع رفعت في سفرية ليبيا
"I don't know what happened between you two, and I don't want to know",ماعرفش بقا ايه اللي حصل ما بينكم هناك ومش عايزة أعرف
Refaat went to Libya for only one thing: to find the medicine that would save your life,رفعت كان في ليبيا علشان حاجة واحدة بس ، يلاقي الدوا اللي أنقذ حياتك
"To do so, he's done the unimaginable",وعلشان يلاقيه عمل حاجات لا يمكن تتخيليها
Refaat said that he ordered that medicine from abroad,أنا رفعت قالي إن هو بعت جاب الدوا ده من بلاد برا
You know how Refaat speaks the opposite of what he thinks,أنت عارفة رفعت بيقول عكس اللي في دماغه
Believe me!,صدقيني
I wouldn't have come here if Refaat didn't need urgent help,أنا كنت لا يمكن أجيلك لحد هنا لو رفعت فعلا مش محتاج مساعدة كبيرة
Refaat and I are through. There's nothing I can do to help,أنا مبقاش في ما بيني وبين رفعت حاجة علشان أساعده
It's not my business,ماليش علاقة بالموضوع
You're the only one who can help him now. ,أنت الشخص الوحيد اللي ممكن تساعديه دلوقتي
I took the ring.,أنا اللي أخدته منه
I don't know why. ,مش عارفة ليه
But I found out that it's not my size,بس لقيته مش على مقاسي
It's actually your size,وعلى مقاسك أنت
"Please, Howaida, stay next to him",أرجوكي يا هويداا، خليكي جنب رفعت
Wait. ,استني
I sprinkled flour and saw strange footprints on it,رشيت دقيق، صحيت لقيت آثار رجلين حد تاني
What can I sprinkle to understand what's happening?,أرش إيه تاني علشان أفهم اللي بيحصل؟
Powdered milk? ,لبن بودرة؟
Whoever is killed by the succubus dies in real life,من يقبض الجاثوم روحه في المنام، يموت في الحقيقة
"Could it be a coincidence, doctor?",مش يمكن تكون صدفة يا دكتور؟
The cat,القطة
"The cat died on the same night, Kamal. ",القطة ماتت في نفس الليلة يا كمال
Does that mean,ده معناه إن 
What are you doing? ,أنت بتعمل إيه؟
This is the most important reference about ,ده أهم مرجع يا دكتور عن 
"Sorry, doctor. ",أنا آسف يا دكتور
"I came here so you can help me, not kill me.",أنا جايلك علشان تساعدني مش علشان تموتني
Although that would be the best help you could offer me now,ولو إن دي أحسن مساعدة ممكن تقدمهالي دلوقتي
"Dr. Refaat, I have to say that the most common psychological conditions are depression and extreme anxiety",دكتور رفعت، مهم إني أقول لحضرتك إن الحالة النفسية المشتركة بين أغلب اللي شافوا الجاثوم هي الاكتئاب والقلق المرضي
Don't worry about me. ,متقلقش عليا
Just help me understand what's happening.,المهم أنت تساعدني بس نفهم إيه اللي بيحصل
Is there any case in your research in which dreams extend to reality?,هل قابلتك أي حالة في أبحاثك فيها الحلم بيخرج للواقع؟
"On the contrary,",هو، لأ. بالعكس
It's the same as I told you about lucid dreams.,زي ما شرحت لحضرتك موضوع الأحلام الواعية 
